machine_id,machine_type,manufacturer,model_year,machine_age_years,warranty_status,operating_hours_per_day,load_percentage,vibration_level_mm_s,temperature_celsius,pressure_bar,rpm,power_consumption_kw,noise_level_db,days_since_last_maintenance,maintenance_count_last_year,last_maintenance_type,technician_skill_level,parts_replaced_count,lubrication_quality,alignment_status,ambient_temperature_c,humidity_percentage,dust_exposure_level,corrosion_level,oil_quality_index,bearing_temperature_c,current_amps,voltage_volts,torque_nm,startup_cycles_per_day,emergency_stops_count,overloads_count_last_month,failure_next_30days
MCH_00004075,Pump,ABB,2015,9,Expired,14,64,2.94,68.9,6.54,1833,1.51,75,169,2,Preventive,Expert,2,Poor,Misaligned,38.4,67,Low,None,87,70,63.3,450.3,225.54,4,0,3,Yes
MCH_00004076,Generator,Siemens,2008,16,Expired,14,78,3.79,48.5,9.56,1441,10.06,75,4,4,Corrective,Intermediate,2,Fair,Slightly Off,30,63,Low,None,93,60.5,48.31,447.3,95.96,2,1,0,No
MCH_00004077,Compressor,ABB,2016,8,Expired,15,92,4.41,81.4,7.78,1943,40.25,68,44,3,Emergency,Senior,3,Excellent,Aligned,25.6,63,Low,Severe,59,65.3,36.06,439.8,274.98,3,0,1,No
MCH_00004078,Motor,GE,2009,15,Expired,11,93,0.77,82.3,10.58,2062,60.19,62,31,4,Corrective,Expert,1,Excellent,Aligned,31,64,Low,Minor,73,61.6,57.27,438,104.6,2,0,2,Yes
MCH_00004079,Compressor,ABB,2023,1,Under Warranty,15,76,1.32,59.1,8.63,922,74.3,69,21,0,Preventive,Expert,2,Good,Slightly Off,30.7,66,Low,Minor,,33.4,59,441,83.68,6,1,1,No
MCH_00004080,Pump,Schneider,2010,14,Expired,14,88,1.53,58.1,5.41,1863,12.02,64,19,7,Preventive,Intermediate,1,Good,Aligned,22.3,50,Medium,None,65,36.3,50.16,393.8,280.63,4,0,1,No
MCH_00004081,Conveyor,ABB,2014,10,Expired,11,49,2.67,78.5,6.89,2334,181.25,92,46,2,Preventive,Intermediate,1,Excellent,Aligned,26,55,High,Minor,63,64.3,46.78,410.3,199.11,6,1,0,No
MCH_00004082,Conveyor,Siemens,2018,6,Expired,16,78,4.53,51.2,10.47,2526,38.34,69,29,3,Preventive,Intermediate,4,Fair,Slightly Off,26.4,55,High,Minor,64,66.3,48.31,412.5,232.54,4,1,2,No
MCH_00004083,Generator,Siemens,2016,8,Expired,15,73,0.23,40.7,7.72,1674,47.11,70,20,5,Preventive,Expert,1,Good,Aligned,29.5,31,High,Moderate,100,71.2,65.16,444,199.43,4,0,0,No
MCH_00004084,Conveyor,Siemens,2012,12,Expired,19,75,0.16,69.1,8.64,2145,2.65,67,67,1,Emergency,Senior,1,Poor,Aligned,17.8,69,Medium,Moderate,58,15.5,80.41,448.6,278.96,1,0,0,No
MCH_00004085,Compressor,Siemens,2015,9,Expired,17,72,1.06,43.1,6.85,2367,115.31,76,115,3,Preventive,Junior,3,Good,Aligned,33.7,47,High,Moderate,52,51.9,47.32,473.3,206.64,1,0,0,No
MCH_00004086,Compressor,GE,2009,15,Expired,8,65,0.87,60.3,8.52,1622,27.94,87,15,2,Preventive,Expert,1,Good,Aligned,25.1,49,Low,None,76,61.8,101.08,423,285.71,3,1,1,No
MCH_00004087,Generator,Other,2020,4,Expired,17,78,2.1,52.7,8.79,1500,30.6,96,4,2,Preventive,Junior,2,Fair,Misaligned,14.2,56,Medium,None,90,65.3,38.81,396.2,154.55,1,0,0,No
MCH_00004088,Valve,Other,2009,15,Expired,17,68,2.97,72.6,9.41,1705,41.95,74,6,4,Emergency,Senior,0,Good,Misaligned,26.2,75,Low,None,59,62.5,37.12,454.6,203.11,3,0,2,Yes
MCH_00004089,Pump,Siemens,2015,9,Expired,10,95,0.03,80.5,8.62,1608,218.47,77,1,3,Corrective,Intermediate,2,Poor,Aligned,22.7,64,Low,Minor,,57.9,32.46,443.6,221.05,1,1,1,Yes
MCH_00004090,Compressor,Siemens,2022,2,Under Warranty,17,95,1.26,60.3,8.24,1335,49.62,91,92,3,Preventive,Intermediate,0,Fair,Aligned,12.7,74,Low,Moderate,50,46.5,62.62,456.5,273.5,6,0,1,No
MCH_00004091,Conveyor,Schneider,2020,4,Expired,21,62,2.08,70.3,11.35,1985,49.48,81,35,2,Emergency,Intermediate,1,Excellent,Misaligned,24.3,81,High,Minor,88,69,55.77,411.2,187.73,5,0,0,No
MCH_00004092,Conveyor,ABB,2008,16,Expired,16,100,0.51,46,5.66,2095,30.58,73,58,6,Corrective,Senior,1,Poor,Aligned,26.3,46,Low,Minor,72,40.3,44.07,439.5,297.61,7,0,2,No
MCH_00004093,Compressor,Schneider,2006,18,Expired,14,58,1.87,54.7,9.04,1285,129.47,68,103,4,Corrective,Junior,0,Good,Aligned,14.6,49,High,Minor,65,54.6,32.61,475,209.59,4,0,2,No
MCH_00004094,Motor,ABB,2005,19,Expired,19,96,0.34,61.7,10.84,2037,20.66,80,5,3,Corrective,Senior,3,Excellent,Aligned,25.3,31,Medium,Minor,74,65.7,72.92,438.1,165.02,4,0,1,No
MCH_00004095,Valve,Siemens,2019,5,Expired,16,89,1.68,68.1,5.55,1170,29.75,76,2,5,Corrective,Intermediate,1,Fair,Aligned,32.5,56,High,Minor,69,57,34.51,439.1,194.46,6,1,2,No
MCH_00004096,Pump,Schneider,2010,14,Expired,17,70,4.82,74.9,6.38,1678,178.67,69,8,8,Overhaul,Junior,3,Good,Misaligned,34.4,36,Medium,None,62,53.9,37.72,421.5,130.6,2,0,0,No
MCH_00004097,Motor,Siemens,2019,5,Expired,12,64,0.38,60.9,6.62,2415,187.15,70,26,2,Corrective,Intermediate,1,Good,Aligned,29.5,46,Low,Minor,70,45,52.06,458.1,234.41,1,0,1,No
MCH_00004098,Conveyor,Siemens,2019,5,Expired,6,69,7.12,49.3,6.97,2063,45.31,76,18,4,Preventive,Expert,0,Good,Slightly Off,31.4,65,Low,None,100,57.1,44.53,454.5,85.67,4,0,1,Yes
MCH_00004099,Compressor,ABB,2023,1,Under Warranty,16,67,4.21,43.6,5.99,1953,68.37,85,53,11,Corrective,Junior,1,Fair,Aligned,45.4,56,Low,None,88,53.6,61.49,450.1,281.82,8,0,0,No
MCH_00004100,Compressor,Siemens,2009,15,Expired,14,100,0.63,39.2,12.47,1474,68.31,73,56,7,Preventive,Intermediate,1,Fair,Aligned,17.5,50,Low,None,75,52.5,48.69,436.2,223.4,2,0,2,No
MCH_00004101,Generator,Schneider,2023,1,Under Warranty,21,89,4.61,73.6,7.99,1900,2.37,66,3,3,Overhaul,Intermediate,4,Fair,Aligned,20.7,78,High,None,85,55.5,52.84,416.6,197.64,4,0,0,No
MCH_00004102,Pump,Siemens,2009,15,Expired,17,64,5.79,62.4,9.61,1489,51.37,72,20,5,Overhaul,Intermediate,3,Fair,Misaligned,18.8,61,Low,None,65,44.3,51.37,454.7,133.04,2,1,3,No
MCH_00004103,Pump,ABB,2012,12,Expired,16,82,0.97,68.9,11.81,1481,20.6,75,158,4,Preventive,Junior,6,Good,Slightly Off,31.7,57,Low,None,59,57.7,35.55,449.2,,4,0,2,No
MCH_00004104,Motor,Schneider,2006,18,Expired,19,100,0.7,79.1,5.65,1521,16.14,57,108,6,Preventive,Junior,3,Good,Aligned,11.1,55,Low,None,70,55.6,38.2,449,288.96,4,1,0,No
MCH_00004105,Generator,Mitsubishi,2012,12,Expired,16,62,2.74,56.5,8.43,2434,79.69,58,9,5,Preventive,Intermediate,2,Good,Aligned,29.6,54,Medium,None,65,53.5,52.94,411.5,157.08,2,0,0,Yes
MCH_00004106,Motor,Schneider,2016,8,Expired,16,64,14.85,49.7,9.94,1847,66.14,76,30,1,Preventive,Expert,1,Excellent,Aligned,16.9,68,High,None,100,67.1,43.63,430.1,303.99,2,0,0,No
MCH_00004107,Valve,ABB,2018,6,Expired,17,58,1.74,66.7,6.87,2626,8.09,83,99,2,Overhaul,Intermediate,0,Excellent,Aligned,25.2,57,Low,None,94,69.7,57.88,433.8,,5,2,1,No
MCH_00004108,Motor,Mitsubishi,2022,2,Under Warranty,20,65,0.46,61.7,8.97,1581,140.55,78,34,3,Preventive,Junior,2,Excellent,Slightly Off,34.1,47,High,Moderate,64,46.9,52.91,426,106.19,3,1,0,No
MCH_00004109,Motor,Schneider,2016,8,Expired,17,64,1.65,45.6,7.82,2094,64.61,61,1,4,Corrective,Senior,1,Good,Aligned,31.6,51,Low,None,71,33.8,52.88,420.9,135.01,4,1,1,No
MCH_00004110,Motor,Siemens,2022,2,Under Warranty,20,63,2.27,55.2,10.15,2168,12.89,61,87,7,Corrective,Intermediate,0,Fair,Slightly Off,20.3,55,Medium,None,73,59.7,61.75,459.6,169.06,4,0,0,No
MCH_00004111,Pump,Mitsubishi,2022,2,Under Warranty,14,79,0.26,52.8,8.54,2381,102.14,58,39,8,Corrective,Intermediate,3,Good,Aligned,43.8,89,Low,Minor,45,40.5,60.47,446.9,144.08,2,0,0,No
MCH_00004112,Pump,Schneider,2010,14,Expired,18,78,0.06,61.1,8.89,2085,19.92,78,157,1,Preventive,Expert,3,Fair,Aligned,13.3,63,Low,None,86,48.9,61.96,427.7,189.47,2,0,0,Yes
MCH_00004113,Motor,Siemens,2014,10,Expired,22,51,1.28,64.7,7.42,2593,60.89,70,34,5,Preventive,Intermediate,1,Good,Aligned,31.2,63,Low,None,65,63.3,53.75,424.2,194.15,3,0,0,No
MCH_00004114,Compressor,ABB,2008,16,Expired,21,41,0.57,65.9,11.04,1477,139.5,69,13,9,Corrective,Expert,2,Fair,Aligned,27.4,91,Low,Moderate,,41.1,53.74,422.8,89.84,1,0,0,No
MCH_00004115,Valve,Siemens,2009,15,Expired,21,72,6.55,89.2,9.19,1546,18.5,75,5,7,Corrective,Senior,2,Good,Aligned,16.6,60,Medium,Minor,62,58.7,83.94,476.8,180.69,5,2,1,No
MCH_00004116,Conveyor,GE,2016,8,Expired,13,72,0.29,54.6,8.84,2432,32.87,65,16,6,Preventive,Senior,4,Good,Aligned,44.6,48,Medium,Minor,100,60.2,42.72,421.5,230.83,1,0,2,No
MCH_00004117,Compressor,Other,2006,18,Expired,8,76,0.94,78,9.06,1833,151.06,77,21,3,Corrective,Senior,0,Good,Aligned,24.3,60,Low,Minor,83,64.7,64.43,469.4,119.72,4,0,2,No
MCH_00004118,Pump,Schneider,2008,16,Expired,15,66,2.79,56.6,7.3,1355,103.07,57,68,2,Overhaul,Junior,3,Fair,Aligned,26.5,46,High,None,68,79.2,49.85,389.9,170.51,2,2,3,No
MCH_00004119,Motor,Schneider,2022,2,Under Warranty,21,93,3.36,45.3,7.57,1746,67.9,81,27,4,Preventive,Senior,1,Good,Slightly Off,16.5,79,Medium,Moderate,71,81.6,75.7,439.4,298.82,1,1,3,Yes
MCH_00004120,Compressor,ABB,2008,16,Expired,13,59,7.3,37.6,10.87,2110,1.28,76,1,5,Emergency,Junior,3,Excellent,Aligned,16.5,34,Medium,None,81,35.1,81.03,425.8,269.09,2,1,0,Yes
MCH_00004121,Pump,ABB,2023,1,Under Warranty,17,31,1.09,78.7,7.16,1653,19.36,72,5,3,Preventive,Senior,3,Fair,Aligned,34.5,62,Medium,None,96,63.8,43.45,445.5,271.38,2,0,1,No
MCH_00004122,Motor,ABB,2022,2,Under Warranty,10,79,2.05,70.8,7.06,1819,70.55,82,124,2,Corrective,Senior,1,Good,Aligned,38.8,41,Medium,None,97,67.7,39.04,451.2,240.33,2,0,1,Yes
MCH_00004123,Motor,ABB,2009,15,Expired,18,100,4.22,49.5,7.75,1697,49.7,71,55,5,Preventive,Senior,1,Good,Aligned,18.5,50,Medium,Minor,43,63.4,53.73,462.6,245.05,5,0,1,No
MCH_00004124,Generator,Siemens,2011,13,Expired,12,70,2.35,67.9,6.81,1317,9.88,77,68,1,Preventive,Junior,2,Excellent,Misaligned,31,45,High,None,87,59.8,43.94,435.9,190.48,4,0,1,Yes
MCH_00004125,Compressor,Mitsubishi,2013,11,Expired,16,61,0.05,73,7.89,1442,72.55,86,22,6,Preventive,Junior,0,Good,Slightly Off,19.8,68,Low,None,84,36.4,30.68,441.7,234.56,1,2,0,Yes
MCH_00004126,Motor,GE,2015,9,Expired,11,62,0.5,44.7,7.45,1948,1.5,74,28,1,Preventive,Intermediate,1,Good,Slightly Off,20.7,71,High,None,88,82.2,51.71,446.9,163.14,2,1,0,No
MCH_00004127,Compressor,Siemens,2018,6,Expired,15,85,9.69,108.6,7.62,1472,50.09,85,29,2,Preventive,Senior,1,Good,Aligned,10.3,60,Medium,None,99,56.6,26.19,429.7,272.06,2,1,1,Yes
MCH_00004128,Motor,Siemens,2012,12,Expired,21,96,10.01,48.6,9.63,1591,5.62,74,85,1,Corrective,Intermediate,2,Excellent,Aligned,27.8,68,Medium,None,74,53.9,30.16,450.3,272.49,2,2,2,Yes
MCH_00004129,Motor,Siemens,2015,9,Expired,17,73,0.39,93.1,7.53,1483,54.43,52,56,5,Corrective,Senior,2,Good,Aligned,13.3,72,Medium,None,92,69.3,42.71,432.1,163.92,5,2,0,No
MCH_00004130,Pump,Mitsubishi,2019,5,Expired,12,64,3.56,54.5,7.41,2568,85.16,50,137,5,Preventive,Expert,1,Excellent,Slightly Off,23.7,71,Low,Minor,,73.5,76.63,445.6,238.69,4,0,0,No
MCH_00004131,Compressor,GE,2007,17,Expired,11,84,1.23,54.8,11.38,2443,69.53,66,1,6,Overhaul,Intermediate,2,Fair,Aligned,15,52,Low,Severe,63,67.9,56.11,466.1,169.7,7,0,0,Yes
MCH_00004132,Valve,Schneider,2010,14,Expired,16,67,0.38,79.9,10.71,2886,22.88,56,27,5,Corrective,Intermediate,1,Excellent,Aligned,29.5,71,Medium,None,77,55.1,60.91,440.7,157.68,2,0,0,Yes
MCH_00004133,Conveyor,Schneider,2020,4,Expired,15,65,0.54,90.3,10.32,1634,40.62,65,3,4,Overhaul,Senior,3,Poor,Misaligned,22.1,65,Medium,None,100,34.5,41.41,414,216.9,5,1,0,No
MCH_00004134,Conveyor,Schneider,2014,10,Expired,4,61,2.12,67.2,5.12,2154,54.87,70,42,2,Corrective,Senior,2,Fair,Aligned,22.5,48,Medium,Moderate,91,44,62.64,453.5,209.72,5,0,0,No
MCH_00004135,Pump,Schneider,2019,5,Expired,10,82,0.02,79.8,8.39,2078,61.04,65,18,5,Preventive,Expert,1,Excellent,Aligned,18.1,68,Medium,Severe,74,65.4,61.02,425.2,206.49,3,0,1,No
MCH_00004136,Valve,Siemens,2007,17,Expired,15,72,1.9,39.7,10.85,2107,49.08,84,10,6,Preventive,Intermediate,1,Fair,Aligned,21.2,40,Low,Minor,83,37.1,70.97,465.8,183.02,3,0,3,Yes
MCH_00004137,Conveyor,Schneider,2021,3,Under Warranty,10,92,1.62,78,9.32,2576,17.42,78,11,3,Preventive,Junior,1,Excellent,Aligned,23.8,79,Medium,None,45,52.3,50.45,434.7,152.78,4,0,1,No
MCH_00004138,Generator,GE,2014,10,Expired,16,57,7.51,93,7.99,1947,22.11,58,7,2,Emergency,Senior,0,Good,Aligned,39.3,68,Low,None,57,61.4,54.96,445.4,260.02,1,1,2,Yes
MCH_00004139,Compressor,Siemens,2008,16,Expired,19,69,11.09,37.5,7.92,1211,59.4,80,28,3,Corrective,Junior,3,Good,Aligned,21,48,Low,Moderate,87,62,90.01,451.6,178.28,5,0,0,Yes
MCH_00004140,Motor,Other,2016,8,Expired,14,78,8.54,84.2,5.84,1452,7.97,68,329,6,Preventive,Senior,3,Good,Aligned,21.8,49,High,Severe,74,63.9,69.24,459.5,239.64,3,0,0,No
MCH_00004141,Pump,Other,2022,2,Under Warranty,19,75,0.63,59.6,9.07,1084,1.29,71,90,1,Preventive,Expert,5,Excellent,Slightly Off,21.3,58,Low,Minor,43,47.5,39.64,467.1,,2,1,0,No
MCH_00004142,Motor,GE,2018,6,Expired,10,58,4.15,73.6,7.67,2062,211.47,84,2,5,Emergency,Expert,2,Good,Slightly Off,23.5,74,Low,Minor,84,58.2,72.45,427.9,251.91,4,0,1,No
MCH_00004143,Generator,GE,2021,3,Under Warranty,18,82,4.48,53.1,8.02,1699,15.02,65,113,2,Preventive,Intermediate,1,Good,Aligned,24.6,59,Medium,Moderate,80,52.7,48.83,443.2,,3,0,2,No
MCH_00004144,Motor,Other,2008,16,Expired,16,66,0.25,76.1,6.57,712,12.27,65,22,0,Corrective,Junior,1,Fair,Aligned,34.5,46,Low,None,47,62.1,66.87,475.7,183.4,2,1,2,Yes
MCH_00004145,Motor,ABB,2022,2,Under Warranty,16,52,3.8,59.7,10.15,1471,4.65,68,25,2,Corrective,Senior,2,Poor,Aligned,21.6,71,Low,None,51,59.8,67,451.6,232.72,3,0,0,No
MCH_00004146,Generator,Other,2014,10,Expired,20,79,4.54,43.5,6.54,2064,42.69,81,48,3,Corrective,Junior,5,Good,Aligned,37.7,81,High,Moderate,50,61.7,54.99,441.3,244.8,1,0,1,No
MCH_00004147,Pump,ABB,2017,7,Expired,19,61,3.4,69.4,7.53,1997,116.71,73,11,7,Preventive,Intermediate,1,Good,Aligned,20.3,66,High,None,48,74.9,39.68,431.3,221.06,3,1,0,No
MCH_00004148,Generator,GE,2010,14,Expired,17,85,2.04,68.7,4.45,2735,50.49,72,3,4,Preventive,Expert,4,Excellent,Slightly Off,21.9,71,High,Severe,55,58.3,31.47,436.6,193.76,1,0,1,No
MCH_00004149,Pump,ABB,2009,15,Expired,21,64,9.11,67.3,8.38,2266,74.34,92,53,5,Preventive,Junior,1,Fair,Slightly Off,20.4,47,Low,Minor,63,52.5,40.53,426.4,243.35,5,0,1,No
MCH_00004150,Pump,Mitsubishi,2007,17,Expired,13,83,0.02,63.6,7.02,2221,25.32,94,54,1,Corrective,Intermediate,1,Good,Aligned,28.1,59,Medium,None,81,42.6,46.32,471.6,239.77,3,0,2,No
MCH_00004151,Motor,ABB,2005,19,Expired,19,80,1.4,72.2,10.96,1976,23.26,87,14,3,Preventive,Junior,2,Excellent,Aligned,12.5,44,Medium,Minor,82,70,69.1,400.1,177.07,1,1,1,Yes
MCH_00004152,Compressor,GE,2020,4,Expired,14,57,3.79,52.7,10.9,2095,143.06,80,53,5,Preventive,Intermediate,0,Good,Aligned,25.2,88,Medium,None,84,70.7,60.18,472.4,208.32,1,0,2,No
MCH_00004153,Generator,Schneider,2022,2,Under Warranty,18,87,1.55,61.4,6.8,1591,7.56,69,71,2,Preventive,Junior,1,Good,Slightly Off,9.4,45,High,Minor,,33.5,40.08,436.2,275.61,1,0,1,No
MCH_00004154,Conveyor,Siemens,2007,17,Expired,15,46,2.06,83.8,7.27,796,6.46,70,78,3,Preventive,Intermediate,2,Fair,Aligned,22.1,48,Low,Minor,46,51.6,31.88,412,219.04,1,0,1,No
MCH_00004155,Pump,ABB,2019,5,Expired,15,77,1.12,76.2,12.04,1553,14.71,76,11,2,Preventive,Senior,2,Excellent,Aligned,10,60,Low,None,83,63.9,42.08,462.8,257.35,2,1,0,No
MCH_00004156,Motor,Siemens,2005,19,Expired,10,70,0.14,67.8,9.33,1672,90.42,73,10,4,Emergency,Expert,2,Poor,Aligned,33.9,73,Low,None,70,69.5,58.77,410.9,285.64,4,0,1,Yes
MCH_00004157,Pump,ABB,2023,1,Under Warranty,21,53,2.11,64.6,6.51,2115,5.09,69,18,8,Overhaul,Senior,2,Poor,Aligned,24.6,36,Medium,None,57,70.9,57.42,436,80.55,3,0,2,No
MCH_00004158,Conveyor,ABB,2019,5,Expired,16,71,0.86,50.7,4.35,1494,17.22,72,43,2,Preventive,Intermediate,0,Excellent,Aligned,30.7,50,Low,Minor,72,61,50.1,432.5,208.15,5,1,1,No
MCH_00004159,Compressor,ABB,2010,14,Expired,11,75,3.25,70.3,10.83,650,57.5,63,31,2,Overhaul,Intermediate,5,Excellent,Slightly Off,30.2,70,Low,Minor,78,69.1,32.45,435.8,219.69,2,1,2,No
MCH_00004160,Compressor,Siemens,2007,17,Expired,22,67,0.29,39.4,6.41,1904,6.44,72,228,0,Preventive,Senior,4,Excellent,Aligned,16,53,Low,None,85,74.4,42.97,437.5,160.62,3,0,2,Yes
MCH_00004161,Motor,ABB,2007,17,Expired,13,87,2.85,82.7,6.49,2042,18.88,86,49,2,Overhaul,Intermediate,5,Good,Aligned,22,82,Medium,Minor,92,43.7,68.45,450.2,167.79,1,1,2,No
MCH_00004162,Motor,ABB,2008,16,Expired,12,100,0.58,49.7,5.63,2139,7.35,70,43,5,Preventive,Intermediate,2,Excellent,Aligned,23,95,Low,Severe,100,52.7,53.05,454.5,268.4,6,1,0,No
MCH_00004163,Generator,Schneider,2023,1,Under Warranty,19,88,0.44,74.5,8.38,2195,189.91,67,26,5,Corrective,Expert,2,Good,Aligned,29.2,59,Low,Minor,73,56.5,62.33,429.9,170.68,3,1,1,No
MCH_00004164,Motor,ABB,2006,18,Expired,15,97,1.01,71,5.77,2042,13.85,66,1,3,Preventive,Senior,4,Excellent,Aligned,25.1,65,Medium,None,65,62.1,56.69,441.8,196.32,3,1,1,No
MCH_00004165,Generator,ABB,2012,12,Expired,10,70,1.5,63.7,9.4,1625,11.33,89,38,5,Preventive,Intermediate,1,Poor,Slightly Off,24.6,47,Low,Minor,76,41.9,54.98,444.3,213.79,3,0,2,No
MCH_00004166,Motor,Other,2005,19,Expired,16,69,2.3,51.5,8.96,2389,36.94,50,19,3,Emergency,Senior,0,Good,Slightly Off,34.6,66,Medium,Minor,94,70.6,57.79,445.3,190.41,6,0,1,No
MCH_00004167,Motor,GE,2009,15,Expired,17,72,3.78,50.7,5.88,1748,3.65,63,15,3,Overhaul,Expert,1,Fair,Aligned,21,58,Low,None,57,29.9,62.39,445.9,,3,0,0,No
MCH_00004168,Pump,Siemens,2016,8,Expired,16,71,3.33,78.8,8.51,2137,5.96,86,19,5,Preventive,Intermediate,3,Excellent,Aligned,26.2,66,Low,None,,62.5,44.82,444.7,,3,0,0,No
MCH_00004169,Pump,Mitsubishi,2022,2,Under Warranty,19,78,3.87,60.7,4.45,1932,73.05,77,121,2,Preventive,Senior,3,Good,Aligned,46.4,59,High,Moderate,80,36,49.81,446.7,144.85,3,0,1,No
MCH_00004170,Generator,Schneider,2010,14,Expired,15,93,1.2,74.6,4.88,1112,121.31,55,12,2,Preventive,Intermediate,1,Good,Aligned,27.9,48,Low,None,67,50.9,41.9,462.5,273.96,1,0,2,Yes
MCH_00004171,Valve,ABB,2005,19,Expired,10,62,1.03,72.8,8.46,1342,4.72,69,67,3,Corrective,Intermediate,1,Good,Slightly Off,15.7,38,High,Minor,82,68.6,32.8,453.3,151.05,4,0,1,No
MCH_00004172,Conveyor,Siemens,2020,4,Expired,10,67,0.18,57.7,5.42,2187,0.61,74,1,5,Preventive,Intermediate,2,Excellent,Aligned,34.1,55,High,None,60,53,85.71,446.2,149.23,3,1,0,No
MCH_00004173,Motor,Siemens,2006,18,Expired,14,51,1.9,95.2,11.61,2131,37.6,80,51,5,Corrective,Senior,2,Good,Aligned,26.6,63,Medium,Moderate,54,57.8,46.03,460.1,206.07,5,0,1,Yes
MCH_00004174,Motor,Siemens,2021,3,Under Warranty,17,88,1.09,73.3,9.22,1918,28.1,75,31,5,Corrective,Senior,2,Excellent,Slightly Off,20.6,58,Medium,Moderate,68,63.8,32.55,468.6,227.44,1,0,1,No
MCH_00004175,Generator,Mitsubishi,2013,11,Expired,8,96,1.97,60.9,9.49,1516,24.56,81,8,5,Preventive,Intermediate,4,Fair,Aligned,26.9,53,High,Severe,83,73.5,54.75,420.3,287.48,5,0,1,Yes
MCH_00004176,Motor,Schneider,2018,6,Expired,18,73,2.9,71.6,9.64,2087,18.84,69,19,5,Preventive,Junior,1,Fair,Aligned,31.6,56,Low,Minor,69,30.6,55.23,432,143.21,2,1,1,No
MCH_00004177,Valve,Mitsubishi,2015,9,Expired,21,56,2.48,50.7,7.11,1656,24.7,74,44,3,Preventive,Intermediate,1,Fair,Aligned,32.9,64,Medium,None,71,46.4,25.83,462.2,133.92,3,1,2,No
MCH_00004178,Motor,GE,2018,6,Expired,14,69,3.03,54.7,10.52,1332,14.89,79,7,5,Preventive,Junior,0,Good,Aligned,30.9,35,High,None,100,60.2,64.29,454.4,231.03,3,2,1,No
MCH_00004179,Generator,Schneider,2010,14,Expired,15,84,6.73,73.7,6.43,2337,9.75,75,68,4,Overhaul,Junior,4,Excellent,Misaligned,12.7,43,High,Moderate,65,60.1,40.8,409.4,180.89,3,0,0,No
MCH_00004180,Pump,Schneider,2007,17,Expired,16,68,0.77,39.3,11.21,1968,129.38,59,9,3,Corrective,Junior,1,Fair,Aligned,39.9,60,Medium,None,43,60.4,54.74,411.8,173.63,3,1,1,No
MCH_00004181,Compressor,ABB,2016,8,Expired,6,58,6.2,69.5,9.15,794,22.09,80,22,4,Preventive,Senior,0,Fair,Aligned,23.4,79,Medium,Minor,93,52.8,39.99,457.1,106.72,5,3,2,No
MCH_00004182,Valve,ABB,2019,5,Expired,16,85,2.52,63.6,8.69,1472,22.43,83,73,7,Preventive,Junior,3,Excellent,Aligned,22.1,41,Medium,Minor,73,60.6,43.76,395.1,289.04,6,1,3,No
MCH_00004183,Generator,ABB,2023,1,Under Warranty,19,91,4.53,46.2,9.13,1935,68.12,62,8,0,Preventive,Intermediate,1,Good,Aligned,27.6,41,Low,Moderate,78,48.4,75.87,462.6,234.2,2,1,0,No
MCH_00004184,Compressor,ABB,2013,11,Expired,24,82,1.54,65.9,6.97,1649,2.48,70,64,2,Overhaul,Junior,3,Fair,Aligned,16.2,40,Low,None,,36.2,60.22,477.6,152.15,2,1,1,No
MCH_00004185,Motor,Siemens,2017,7,Expired,12,84,2.85,86.8,9.88,2098,21.1,68,189,3,Preventive,Intermediate,2,Fair,Aligned,29.5,63,Medium,None,87,50.2,41.88,383.8,273.24,4,1,0,No
MCH_00004186,Motor,Mitsubishi,2014,10,Expired,19,63,2.03,72.2,6.08,1629,5.38,88,43,2,Emergency,Expert,2,Good,Aligned,23,41,Medium,None,,57.2,53.93,473.6,169.54,3,2,1,No
MCH_00004187,Compressor,Siemens,2011,13,Expired,17,96,1.24,44.6,6.08,1128,42.6,94,9,3,Preventive,Junior,5,Excellent,Aligned,29.6,64,Low,None,63,70,74.85,452.1,241.7,3,1,0,No
MCH_00004188,Pump,Siemens,2023,1,Under Warranty,19,92,1.91,78.2,6.23,1905,27.17,77,11,2,Overhaul,Senior,1,Poor,Slightly Off,24.7,61,Low,Severe,73,61.8,73.35,418.5,201.11,2,0,1,Yes
MCH_00004189,Compressor,Siemens,2020,4,Expired,11,65,1.39,38.2,7.5,2226,6.88,73,37,5,Preventive,Junior,4,Excellent,Aligned,17.9,85,High,None,83,69.2,70.19,433.6,184.74,4,0,1,No
MCH_00004190,Motor,Siemens,2019,5,Expired,8,46,4.35,60.5,8.28,1349,24.71,76,19,3,Corrective,Senior,3,Good,Aligned,32,44,Low,Minor,71,19.2,37.12,418.6,236.9,3,1,0,No
MCH_00004191,Compressor,ABB,2022,2,Under Warranty,11,68,0.39,61.2,7.75,1898,34.49,74,1,9,Corrective,Intermediate,3,Excellent,Slightly Off,29.4,56,Medium,None,70,30.9,27.76,453.3,219.69,3,2,2,No
MCH_00004192,Motor,GE,2022,2,Under Warranty,18,73,5.08,82.1,8.36,823,17.42,89,120,2,Preventive,Senior,0,Good,Slightly Off,34.2,70,Low,Moderate,95,88.4,23.58,431.6,272.28,2,0,0,No
MCH_00004193,Generator,Siemens,2015,9,Expired,13,46,1.47,56,11.11,2679,116.38,56,76,4,Preventive,Intermediate,1,Good,Aligned,31.1,48,Low,Minor,90,51.2,47.6,408.5,195.98,5,1,0,No
